id,nombre_director,job,director_id
24392,Gregory Connors,Director,91559
2973,Yakov Protazanov,Director,1085341
32928,Lev Kuleshov,Director,228729
22947,Jason Reitman,Director,52443
141640,Peter Medak,Director,21377
168607,Mark L. Bussler,Director,1090890
13558,John Borowski,Director,74653
105419,Pilar Miró,Director,125209
47430,Andrzej Wajda,Director,2801
34631,Keven McAlester,Director,130789
234937,Heddy Honigmann,Director,1041478
19035,Jan Švankmajer,Director,83784
56619,Jan Švankmajer,Director,83784
26191,Claire Denis,Director,9888
23173,Jon Wright,Director,89824
53985,Peter Ramsey,Director,151007
49167,Nabil Ayouch,Director,285104
39306,Otto Preminger,Director,834
71171,Henry Hathaway,Director,37360
84089,Marco Risi,Director,126971
31021,Feliks Falk,Director,105897
173171,Stanisław Bareja,Director,146873
48329,Chris Landreth,Director,148317
44338,Christoph Lauenstein,Director,550477
44338,Wolfgang Lauenstein,Director,550478
36577,Yoshihiro Nishimura,Director,112280
36577,Naoyuki Tomomatsu,Director,80762
22447,John Crowley,Director,77269
43893,Richard Boleslawski,Director,145968
65403,Marisa Silver,Director,143888
22804,Kevin Greutert,Director,2150
13576,Kenny Ortega,Director,65310
28422,Sion Sono,Director,67075
108021,Stephen Gyllenhaal,Director,15912
94653,Guy Maddin,Director,97579
1697,Marcus H. Rosenmüller,Director,18710
36949,Phil Karlson,Director,29907
38680,William Witney,Director,32175
24418,Paul Weitz,Director,3289
22821,Troy Duffy,Director,54795
22800,Jeff Stilson,Director,216116
24804,Scott Sanders,Director,92657
29150,Robert D. Siegel,Director,103041
14968,Park Kwang-hyun,Director,117370
38065,Jeff Crook,Director,86037
38065,Josh Crook,Director,86038
16577,David Bowers,Director,33183
61647,Henry Koster,Director,33064
37767,Carlo Verdone,Director,89193
22820,Jared Hess,Director,53925
10315,Wes Anderson,Director,5655
30431,Jon Amiel,Director,15148
197552,Marion Hänsel,Director,22812
38984,Jan Kounen,Director,56401
36278,Aaron Norris,Director,51572
54648,Gary Goldman,Director,12881
54648,Don Bluth,Director,40345
32834,Robert Vince,Director,61244
14834,Bill Duke,Director,1103
53263,Carlos Ávila,Director,147671
51317,Luis García Berlanga,Director,37493
70555,Fritz Lang,Director,68
63401,Jacques Rivette,Director,73153
84273,Vsevolod Pudovkin,Director,144821
82040,Bobby Garabedian,Director,176980
85715,Aleksandr Dovzhenko,Director,141713
836,Nelson Pereira dos Santos,Director,12386
17979,Robert Zemeckis,Director,24
43370,Nicholas Ray,Director,2765
43370,Robert Parrish,Director,8514
113520,Jack Chambers,Director,1305281
94638,Boris Barnet,Director,144826
84656,Humphrey Jennings,Director,936343
105077,Edward James Olmos,Director,587
95600,Jean-Marie Straub,Director,935136
95600,Danièle Huillet,Director,935137
84772,Charles Swickard,Director,931236
106537,Sonia Anderson,Director,1040501
53767,Guru Dutt,Director,125354
18930,Irving Lerner,Director,83918
4475,Rebecca Miller,Director,41670
24565,Nikolaus Geyrhalter,Director,92005
108200,Alexander Hall,Director,99667
77121,Richard Wallace,Director,95723
75804,Chester M. Franklin,Director,940663
24480,Peter Sohn,Director,21198
37060,Chris Stenner,Director,1278791
37060,Arvid Uibel,Director,1278792
37060,Heidi Wittlinger,Director,1278793
176273,Lewis H. Moomaw,Director,1158626
19851,Michael Sucsy,Director,566328
24293,Kazuaki Kiriya,Director,70212
14161,Roland Emmerich,Director,6046
22825,Richard Kelly,Director,1577
8088,Pedro Almodóvar,Director,309
70805,Jonathan Nossiter,Director,146949
21581,Jean-Philippe Duval,Director,583726
22824,Olatunde Osunsanmi,Director,62369
25793,Lee Daniels,Director,20019
23189,Joseph H. Lewis,Director,86004
11699,Werner Herzog,Director,6818
18239,Chris Weitz,Director,3288
17774,Bob Misiorowski,Director,127542
28089,Oren Moverman,Director,34110
14859,Todd Kessler,Director,116802
7860,Eran Riklis,Director,53090
22832,James McTeigue,Director,11266
32511,Corneliu Porumboiu,Director,109293
14172,Philippe Martinez,Director,40282
19167,Simon Fellows,Director,58766
121088,Issa López,Director,964037
73501,Caroline Zelder,Director,1513832
2261,Mel Stuart,Director,3451
9924,Sheldon Lettich,Director,16590
30231,Robert Boris,Director,95135
33273,Daniel Monzón,Director,74943
33035,Ian Fitzgibbon,Director,109978
55628,Marty Feldman,Director,29802
112687,Peter Sasdy,Director,100296
20411,Simon Fellows,Director,58766
71329,Souleymane Cissé,Director,1075658
32543,Jacques Feyder,Director,109342
54966,Kamal Amrohi,Director,994400
91426,Kenji Mizoguchi,Director,97202
6058,Dean Semler,Director,4501
31002,Albert Pyun,Director,63937
34003,Roy Burdine,Director,96112
34003,Lloyd Goldfine,Director,96114
25472,David Soren,Director,94075
7445,Jim Sheridan,Director,53334
23269,Jörn Donner,Director,47061
47466,Ferenc Rófusz,Director,1203292
109175,Michael Anderson,Director,20412
153118,Georges Schwizgebel,Director,1100023
18595,Lenny Abrahamson,Director,83281
53516,Hal Roach,Director,33223
27258,Christopher Denham,Director,61510
20764,Alex Rivera,Director,91252
25467,50 Cent,Director,62644
161094,Lee Davis,Director,1023485
267523,Gitanjali Rao,Director,1315253
22881,John Lee Hancock,Director,54040
93743,Aleksandr Medvedkin,Director,999620
97035,Joris Ivens,Director,237859
97035,Marceline Loridan-Ivens,Director,1090026
88276,Hollis Frampton,Director,1092209
94466,Nagisa Ōshima,Director,46230
99875,René Clair,Director,33166
126863,Ken Jacobs,Director,930709
58435,Hans-Jürgen Syberberg,Director,227824
1284,Santiago Segura,Director,10847
19116,David R. Ellis,Director,4755
25716,Takashi Miike,Director,17282
36106,D.W. Griffith,Director,100036
90041,Michael Snow,Director,936169
104776,Josef von Sternberg,Director,2891
8353,Mario Peixoto,Director,55335
15400,Bradley Raymond,Director,69416
15400,Jun Falkenstein,Director,93301
15400,Toby Shelton,Director,139851
15400,Bill Speers,Director,387816
22640,Jonas Pate,Director,77086
22949,Walt Becker,Director,68573
36272,Po-Chih Leong,Director,17247
16866,Jorge Blanco,Director,117052
16866,Javier Abad,Director,968303
16866,Marcos Martínez,Director,1158156
12404,Richard Linklater,Director,564
23951,Gary Hustwit,Director,77656
30238,Shaun Monson,Director,550041
29406,James Mottern,Director,105313
34653,Tom Ford,Director,120615
14452,Jeff King,Director,104831
18472,Jeff King,Director,104831
51284,Aleksey Balabanov,Director,113337
7980,Peter Jackson,Director,108
22954,Clint Eastwood,Director,190
2143,Ken Loach,Director,15488
10198,Ron Clements,Director,15810
10198,John Musker,Director,15811
26171,Kirk Jones,Director,64045
32634,John Ford,Director,8500
4597,Nimród Antal,Director,41671
37190,David Hillenbrand,Director,63447
37190,Scott Hillenbrand,Director,63452
31909,Tobe Hooper,Director,10051
62131,Richard Franklin,Director,29471
20606,Jake West,Director,64108
139212,John Webster,Director,1110375
57654,Lee Isaac Chung,Director,931952
18175,Thomas Whelan,Director,124908
88067,Manny Coto,Director,41795
30526,Bruce Malmuth,Director,58040
347,Edgar G. Ulmer,Director,5030
347,Robert Siodmak,Director,5029
35867,Satyajit Ray,Director,12160
64414,Éric Rohmer,Director,28615
83491,Aleksey German,Director,270361
56800,Georges Franju,Director,37302
38759,Mauritz Stiller,Director,121256
28392,Frank Borzage,Director,14855
92432,Luchino Visconti,Director,15127
45987,Kenji Mizoguchi,Director,97202
55261,Ted Kotcheff,Director,16544
27719,Frédéric Forestier,Director,24886
42836,G.W. Pabst,Director,13899
101382,Kenji Mizoguchi,Director,97202
47122,Jack Smith,Director,163412
89785,Alexander Kluge,Director,50870
129417,Mark Donskoy,Director,574846
53161,W.S. Van Dyke,Director,32427
47046,Apichatpong Weerasethakul,Director,69759
82404,Pedro Costa,Director,256841
128846,Jean-Marie Straub,Director,935136
63764,Claude Autant-Lara,Director,37770
148597,Chen Kaige,Director,20640
46886,Jaak Kilmi,Director,137660
129303,Norman McLaren,Director,1065698
24438,Marc Lawrence,Director,18323
174598,J. Searle Dawley,Director,28968
60639,Peng-Yi Chang ,Director,231428
14704,Jose Pozo,Director,77173
100122,Álvaro Fernández Armero,Director,563824
48496,Zbigniew Rybczynski,Director,83865
33052,Alexander Hall,Director,99667
140281,Alexander Hall,Director,99667
26032,Rob Williams,Director,84568
29697,Regardt van den Bergh,Director,93916
16576,R. Balki,Director,85530
19197,Steven Sheil,Director,84265
23947,Hanna Sköld,Director,90667
25968,Emily Young,Director,47201
61872,Nick Willing,Director,107395
32615,Sidney Lumet,Director,39996
19995,James Cameron,Director,2710
10197,Rob Marshall,Director,17633
9650,Mario Van Peebles,Director,16214
64481,François Dupeyron,Director,5005
10268,Isabelle Mergault,Director,64534
22897,Nancy Meyers,Director,17698
10528,Guy Ritchie,Director,956
25196,Scott Cooper,Director,65167
13988,Josef Rusnak,Director,15361
36811,Michael Hoffman,Director,52405
40054,Pierre Richard,Director,24501
23398,Betty Thomas,Director,31024
28520,Scott McGehee,Director,101444
28520,David Siegel,Director,101446
15772,Mani Ratnam,Director,78747
132397,Yevgeni Bauer,Director,1004602
38908,James Westby,Director,121608
42206,Rainer Werner Fassbinder,Director,2725
26533,Richard Wallace,Director,95723
25137,Peter Hyams,Director,37710
22043,Peter N. Alexander,Director,134918
18898,Ken Loach,Director,15488
26123,John Putch,Director,21475
40494,Carol Reed,Director,15378
27172,Joseph L. Mankiewicz,Director,10601
17591,Emeric Pressburger,Director,37846
17591,Michael Powell,Director,68424
49687,Vittorio De Sica,Director,12329
51831,Jean-Marc Piché,Director,589674
44808,Keoni Waxman,Director,92436
121379,Ernst Lubitsch,Director,2428
41886,Jay Delaney,Director,1110611
24050,Stephen Berra,Director,114841
94803,E.A. Dupont,Director,49208
156015,Jacques Rivette,Director,73153
94727,Robert J. Flaherty,Director,10092
94727,Frances H. Flaherty,Director,1840038
132392,Humphrey Jennings,Director,936343
114790,Helmut Käutner,Director,26436
36293,Isaac Florentine,Director,78108
26129,Anthony Hickox,Director,48965
110733,Boris Barnet,Director,144826
110733,S. Mardanin,Director,1442632
96107,King Vidor,Director,29962
89647,Noel M. Smith,Director,1018093
27390,David DeCoteau,Director,97618
122163,Anthony Hickox,Director,48965
352237,Jim McBride,Director,15206
25769,Àlex Pastor,Director,94220
25769,David Pastor,Director,94222
14159,Anil Mehta,Director,35738
25680,Peter Yates,Director,12804
36117,Klaus Lemke,Director,49687
43876,Anatole Litvak,Director,37361
63215,Chantal Akerman,Director,130030
124994,Kenji Mizoguchi,Director,97202
54051,Basil Wright,Director,1095442
80960,Willi Forst,Director,37461
97032,Jean-Marie Straub,Director,935136
97032,Danièle Huillet,Director,935137
148536,Mark Donskoy,Director,574846
64736,Oksana Bychkova,Director,127123
23963,Bruce McDonald,Director,55189
35148,Alexander E. Sokoloff,Director,1072153
26465,Vlad Yudin,Director,131791
51422,Jim Wynorski,Director,98132
51422,Damian Lee,Director,85203
60489,Sheldon Lettich,Director,16590
16204,David Auburn,Director,21032
23404,Dolph Lundgren,Director,16644
20236,Danny Lerner,Director,17208
42564,Howard Hawks,Director,11435
65572,Matthew Chapman,Director,21808
25190,Henry King,Director,37362
22327,Miguel Arteta,Director,61069
19901,Michael Spierig,Director,56501
19901,Peter Spierig,Director,56502
28644,Claudia Llosa,Director,101399
24458,Franny Armstrong,Director,91641
13723,Dolph Lundgren,Director,16644
15791,Samuel Dolhasca,Director,147950
28178,Lasse Hallström,Director,5306
291554,Andrew Chiaramonte,Director,1709410
149851,Maurice Phillips,Director,138204
14773,Hunter Weeks,Director,77306
147683,Mircea Veroiu,Director,1120483
147683,Dan Pița,Director,1126277
25195,Anand Tucker,Director,26481
20504,Albert Hughes,Director,11447
20504,Allen Hughes,Director,11448
33613,Daniel Alfredson,Director,76325
57251,Ken Loach,Director,15488
57251,Ermanno Olmi,Director,27213
57251,Abbas Kiarostami,Director,119294
85126,Robert Culp,Director,73022
123772,Bruce Beresford,Director,5696
4286,Luchino Visconti,Director,15127
21575,Jacques Audiard,Director,17496
104320,Alberto Cavallone,Director,101569
4932,Gene Kelly,Director,13294
39023,Joko Anwar,Director,121798
187401,Ronny Yu,Director,17268
25927,James DeMonaco,Director,53120
14173,Anders Morgenthaler,Director,82566
28227,Chris Smith,Director,31654
31875,Paweł Pawlikowski,Director,64194
44085,Marwan Hamed,Director,1210055
58589,Giacomo Talamini,Director,228118
26820,Richard Loncraine,Director,33315
119905,Albert Serra,Director,932161
24271,Peter Hewitt,Director,18357
52273,Marc S. Grenier,Director,131319
95140,Sidney J. Furie,Director,64508
179066,W.S. Van Dyke,Director,32427
37222,Anthony Asquith,Director,32919
55197,Yasujirō Ozu,Director,95501
87065,Terry Zwigoff,Director,17447
20551,Coke Sams,Director,1340740
28280,Sidney J. Furie,Director,64508
26125,Dolph Lundgren,Director,16644
26765,John Landis,Director,4610
5707,Richard Schickel,Director,44950
323111,Michael W. Watkins,Director,40575
26961,Charles Band,Director,19707
126925,Sidney Franklin,Director,42060
126925,Chester M. Franklin,Director,940663
1450,Chris Nahon,Director,21931
101006,Lisandro Alonso,Director,1002601
52429,Richard Boleslawski,Director,145968
81895,Michael Vejar,Director,31900
148435,Armand Lohikoski,Director,232313
46335,Jacques Rivette,Director,73153
18476,Jonas Åkerlund,Director,71329
15774,Ashutosh Gowariker,Director,78751
20107,Brian Hecker,Director,85818
12161,Christian Petzold,Director,2332
164421,Mihalis Kakogiannis,Director,65843
101342,João César Monteiro,Director,257772
41970,Derek Jarman,Director,86290
89800,Akihiko Shiota,Director,80107
21521,Jackie Chan,Director,18897
44027,Werner Herzog,Director,6818
143098,Pirjo Honkasalo,Director,1091507
31175,Fatih Akin,Director,5125
22274,Antonello Grimaldi,Director,119356
4579,Paul Morrissey,Director,18627
32097,Robert Bresson,Director,10346
83430,Peter Brosens,Director,53995
83430,Jessica Hope Woodworth,Director,53996
13634,Tay Garnett,Director,74878
144089,Mircea Veroiu,Director,1120483
40229,Mark Rosman,Director,68770
10800,Guillaume Ivernel,Director,66856
10800,Arthur Qwak,Director,66857
25676,Benny Chan,Director,70109
44941,Peter Yates,Director,12804
25205,Radu Mihaileanu,Director,20430
14981,Robert Baca,Director,111459
45699,Philippe Muyl,Director,73508
17606,Richard Eyre,Director,36693
25594,Franck Khalfoun,Director,64211
25602,Isaac Florentine,Director,78108
40660,Neil Hardwick,Director,124269
101376,Nahid Persson Sarvestani,Director,1024845
49956,Terence Davies,Director,93911
43844,Marcel Pagnol,Director,38393
15930,Natasha Arthy,Director,141227
65642,Sacha Guitry,Director,148082
86303,Ritwik Ghatak,Director,543652
63771,Claude Autant-Lara,Director,37770
52229,Michael Curtiz,Director,4109
2395,Thomas Langmann,Director,20674
2395,Frédéric Forestier,Director,24886
13855,Na Hong-jin,Director,1296119
21153,Randy Olson,Director,436423
83994,Arnaud Desplechin,Director,38883
5761,Joe Swanberg,Director,40863
57978,Mike Leigh,Director,65452
23999,Mike Leigh,Director,65452
42720,Nagisa Ōshima,Director,46230
17911,Jack Perez,Director,65242
32559,Katarzyna Roslaniec,Director,480666
253476,Vinko Möderndorfer,Director,1055007
69061,John R. Cherry III,Director,83961
13382,Larry Roemer,Director,144977
13358,Ron Oliver,Director,80523
33511,Sam Taylor-Johnson,Director,1137903
27182,Ben Niles,Director,97162
29110,Oliver Hodge,Director,102967
23410,Mark A. Lewis,Director,90108
266740,Jukka Kärkkäinen,Director,1076268
22164,Ben Ramsey,Director,58037
15255,Isaac Florentine,Director,78108
71885,Steve Boyum,Director,72258
20453,Rajkumar Hirani,Director,85675
108573,Martin Asphaug,Director,1025547
16095,Erik Poppe,Director,79322
4253,Kunal Kohli,Director,35784
43346,Henry Cornelius,Director,107454
40083,Paul Newman,Director,3636
61864,Gérard Oury,Director,11195
59390,Michael Lindsay-Hogg,Director,125543
22894,Scott Stewart,Director,116357
15807,Howard Hawks,Director,11435
85507,Sam Taylor,Director,143561
72241,Cecil B. DeMille,Director,8636
22404,Fritz Lang,Director,68
27567,Sebastián Silva,Director,98251
147692,Dan Pița,Director,1126277
41787,Martin Campbell,Director,10702
106482,Noah Stern,Director,1196433
26752,Horatiu Malaele,Director,587444
48609,Blake Edwards,Director,1927
160266,Yuthlert Sippapak,Director,83173
21033,Dean O'Flaherty,Director,92177
23988,Bo Zenga,Director,73833
186129,Paul Wilmshurst,Director,236376
51120,Vincent J. Donehue,Director,1242904
21453,Yoshiaki Kawajiri,Director,56339
5153,Giovanni Pastrone,Director,41611
17836,Michael Curtiz,Director,4109
51429,Teruo Ishii,Director,86246
32130,Charles Vidor,Director,32134
126083,William A. Seiter,Director,108987
13522,Peter Flinth,Director,75043
47370,Kihachi Okamoto,Director,85309
31156,Boris Acosta,Director,107699
84104,Michael Findlay,Director,236380
46336,Susan Buice,Director,135890
46336,Arin Crumley,Director,135891
27569,Tom Vaughan,Director,56717
62775,Kari Väänänen,Director,122402
120109,Wesley Ruggles,Director,21311
8349,Nikolai Müllerschön,Director,55322
75877,Mario Camus,Director,237350
43891,Josef von Sternberg,Director,2891
33295,Kristopher Belman,Director,1176015
29501,David M. Rosenthal,Director,104025
16453,Michael Blieden,Director,91610
13477,Mark Steven Johnson,Director,16837
12201,Martin Campbell,Director,10702
47554,Quentin Lee,Director,231550
